userId,movieId,tag,timestamp
2,60756,funny,1970-01-01T00:32:50.000Z
2,60756,Highly quotable,1970-01-01T00:32:50.000Z
2,60756,will ferrell,1970-01-01T00:32:50.000Z
2,89774,Boxing story,1970-01-01T00:32:50.000Z
2,89774,MMA,1970-01-01T00:32:50.000Z
2,89774,Tom Hardy,1970-01-01T00:32:50.000Z
2,106782,drugs,1970-01-01T00:32:50.000Z
2,106782,Leonardo DiCaprio,1970-01-01T00:32:50.000Z
2,106782,Martin Scorsese,1970-01-01T00:32:50.000Z
7,48516,way too long,1970-01-01T00:32:50.000Z
18,431,Al Pacino,1970-01-01T00:32:50.000Z
18,431,gangster,1970-01-01T00:32:50.000Z
18,431,mafia,1970-01-01T00:32:50.000Z
18,1221,Al Pacino,1970-01-01T00:32:50.000Z
18,1221,Mafia,1970-01-01T00:32:50.000Z
18,5995,holocaust,1970-01-01T00:32:50.000Z
18,5995,true story,1970-01-01T00:32:50.000Z
18,44665,twist ending,1970-01-01T00:32:50.000Z
18,52604,Anthony Hopkins,1970-01-01T00:32:50.000Z
18,52604,courtroom drama,1970-01-01T00:32:50.000Z
18,52604,twist ending,1970-01-01T00:32:50.000Z
18,88094,britpop,1970-01-01T00:32:50.000Z
18,88094,indie record label,1970-01-01T00:32:50.000Z
18,88094,music,1970-01-01T00:32:50.000Z
18,144210,dumpster diving,1970-01-01T00:32:50.000Z
18,144210,Sustainability,1970-01-01T00:32:50.000Z
21,1569,romantic comedy,1970-01-01T00:32:50.000Z
21,1569,wedding,1970-01-01T00:32:50.000Z
21,118985,painter,1970-01-01T00:32:50.000Z
21,119141,bloody,1970-01-01T00:32:50.000Z
49,109487,black hole,1970-01-01T00:32:50.000Z
49,109487,scifi,1970-01-01T00:32:50.000Z
49,109487,timetravel,1970-01-01T00:32:50.000Z
62,2,fantasy,1970-01-01T00:32:50.000Z
62,2,magic board game,1970-01-01T00:32:50.000Z
62,2,Robin Williams,1970-01-01T00:32:50.000Z
62,110,beautiful scenery,1970-01-01T00:32:50.000Z
62,110,epic,1970-01-01T00:32:50.000Z
62,110,historical,1970-01-01T00:32:50.000Z
62,110,inspirational,1970-01-01T00:32:50.000Z
62,110,Medieval,1970-01-01T00:32:50.000Z
62,110,mel gibson,1970-01-01T00:32:50.000Z
62,110,Oscar (Best Cinematography),1970-01-01T00:32:50.000Z
62,110,revenge,1970-01-01T00:32:50.000Z
62,110,sword fight,1970-01-01T00:32:50.000Z
62,410,black comedy,1970-01-01T00:32:50.000Z
62,410,Christina Ricci,1970-01-01T00:32:50.000Z
62,410,Christopher Lloyd,1970-01-01T00:32:50.000Z
62,410,dark comedy,1970-01-01T00:32:50.000Z
62,410,family,1970-01-01T00:32:50.000Z
62,410,gothic,1970-01-01T00:32:50.000Z
62,2023,Al Pacino,1970-01-01T00:32:50.000Z
62,2023,Andy Garcia,1970-01-01T00:32:50.000Z
62,2023,Classic,1970-01-01T00:32:50.000Z
62,2023,Francis Ford Coppola,1970-01-01T00:32:50.000Z
62,2023,mafia,1970-01-01T00:32:50.000Z
62,2124,black comedy,1970-01-01T00:32:50.000Z
62,2124,Christina Ricci,1970-01-01T00:32:50.000Z
62,2124,Christopher Lloyd,1970-01-01T00:32:50.000Z
62,2124,Family,1970-01-01T00:32:50.000Z
62,2124,gothic,1970-01-01T00:32:50.000Z
62,2124,quirky,1970-01-01T00:32:50.000Z
62,2953,family,1970-01-01T00:32:50.000Z
62,2953,funny,1970-01-01T00:32:50.000Z
62,2953,Macaulay Culkin,1970-01-01T00:32:50.000Z
62,2953,sequel,1970-01-01T00:32:50.000Z
62,3114,animation,1970-01-01T00:32:50.000Z
62,3114,Disney,1970-01-01T00:32:50.000Z
62,3114,funny,1970-01-01T00:32:50.000Z
62,3114,original,1970-01-01T00:32:50.000Z
62,3114,Pixar,1970-01-01T00:32:50.000Z
62,3114,sequel,1970-01-01T00:32:50.000Z
62,3114,Tom Hanks,1970-01-01T00:32:50.000Z
62,3578,ancient Rome,1970-01-01T00:32:50.000Z
62,3578,Epic,1970-01-01T00:32:50.000Z
62,3578,history,1970-01-01T00:32:50.000Z
62,3578,imdb top 250,1970-01-01T00:32:50.000Z
62,3578,revenge,1970-01-01T00:32:50.000Z
62,3578,Rome,1970-01-01T00:32:50.000Z
62,3578,Russell Crowe,1970-01-01T00:32:50.000Z
62,4223,Ed Harris,1970-01-01T00:32:50.000Z
62,4223,Jude Law,1970-01-01T00:32:50.000Z
62,4223,Rachel Weisz,1970-01-01T00:32:50.000Z
62,4223,sniper,1970-01-01T00:32:50.000Z
62,4223,World War II,1970-01-01T00:32:50.000Z
62,5388,Al Pacino,1970-01-01T00:32:50.000Z
62,5388,atmospheric,1970-01-01T00:32:50.000Z
62,5388,Hilary Swank,1970-01-01T00:32:50.000Z
62,5388,Robin Williams,1970-01-01T00:32:50.000Z
62,6058,sequel,1970-01-01T00:32:50.000Z
62,6058,violent,1970-01-01T00:32:50.000Z
62,6534,dogs,1970-01-01T00:32:50.000Z
62,6534,Eric Bana,1970-01-01T00:32:50.000Z
62,6534,mad scientist,1970-01-01T00:32:50.000Z
62,6534,marvel,1970-01-01T00:32:50.000Z
62,6541,captain nemo,1970-01-01T00:32:50.000Z
62,6541,comic book,1970-01-01T00:32:50.000Z
62,6541,gothic,1970-01-01T00:32:50.000Z
62,6541,Peta Wilson,1970-01-01T00:32:50.000Z
62,6541,Sean Connery,1970-01-01T00:32:50.000Z
62,6541,superhero,1970-01-01T00:32:50.000Z
62,6564,adventure,1970-01-01T00:32:50.000Z
62,6564,Angelina Jolie,1970-01-01T00:32:50.000Z
62,6564,heroine in tight suit,1970-01-01T00:32:50.000Z
62,7153,Adventure,1970-01-01T00:32:50.000Z
62,7153,ensemble cast,1970-01-01T00:32:50.000Z
62,7153,fantasy,1970-01-01T00:32:50.000Z
62,7153,fantasy world,1970-01-01T00:32:50.000Z
62,7153,great soundtrack,1970-01-01T00:32:50.000Z
62,7153,lord of the rings,1970-01-01T00:32:50.000Z
62,7153,scenic,1970-01-01T00:32:50.000Z
62,7153,stylized,1970-01-01T00:32:50.000Z
62,7153,Tolkien,1970-01-01T00:32:50.000Z
62,8641,hilarious,1970-01-01T00:32:50.000Z
62,8641,Steve Carell,1970-01-01T00:32:50.000Z
62,8641,Will Ferrell,1970-01-01T00:32:50.000Z
62,27660,animation,1970-01-01T00:32:50.000Z
62,27660,anime,1970-01-01T00:32:50.000Z
62,27660,cyberpunk,1970-01-01T00:32:50.000Z
62,27660,dark,1970-01-01T00:32:50.000Z
62,27660,Matrix,1970-01-01T00:32:50.000Z
62,27660,scifi,1970-01-01T00:32:50.000Z
62,27706,dark comedy,1970-01-01T00:32:50.000Z
62,27706,Jim Carrey,1970-01-01T00:32:50.000Z
62,27706,meryl streep,1970-01-01T00:32:50.000Z
62,27706,quirky,1970-01-01T00:32:50.000Z
62,27706,stylized,1970-01-01T00:32:50.000Z
62,27808,Adam Sandler,1970-01-01T00:32:50.000Z
62,27808,family,1970-01-01T00:32:50.000Z
62,27808,sweet,1970-01-01T00:32:50.000Z
62,27831,British gangster,1970-01-01T00:32:50.000Z
62,27831,confusing,1970-01-01T00:32:50.000Z
62,27831,daniel craig,1970-01-01T00:32:50.000Z
62,27831,Exquisite plotting.,1970-01-01T00:32:50.000Z
62,27831,organized crime,1970-01-01T00:32:50.000Z
62,27831,stylish,1970-01-01T00:32:50.000Z
62,27831,Tom Hardy,1970-01-01T00:32:50.000Z
62,31658,anime,1970-01-01T00:32:50.000Z
62,31658,fantasy world,1970-01-01T00:32:50.000Z
62,31658,Hayao Miyazaki,1970-01-01T00:32:50.000Z
62,31658,Studio Ghibli,1970-01-01T00:32:50.000Z
62,33162,David Thewlis,1970-01-01T00:32:50.000Z
62,33162,Eva Green,1970-01-01T00:32:50.000Z
62,33162,Liam Neeson,1970-01-01T00:32:50.000Z
62,33162,Orlando Bloom,1970-01-01T00:32:50.000Z
62,34150,Chris Evans,1970-01-01T00:32:50.000Z
62,34150,comic book,1970-01-01T00:32:50.000Z
62,34150,heroine in tight suit,1970-01-01T00:32:50.000Z
62,34150,Jessica Alba,1970-01-01T00:32:50.000Z
62,34150,sexy female scientist,1970-01-01T00:32:50.000Z
62,34150,superhero,1970-01-01T00:32:50.000Z
62,37729,gothic,1970-01-01T00:32:50.000Z
62,37729,helena bonham carter,1970-01-01T00:32:50.000Z
62,37729,Johnny Depp,1970-01-01T00:32:50.000Z
62,37729,Tim Burton,1970-01-01T00:32:50.000Z
62,37729,visually appealing,1970-01-01T00:32:50.000Z
62,38061,black comedy,1970-01-01T00:32:50.000Z
62,38061,clever,1970-01-01T00:32:50.000Z
62,38061,fastpaced dialogue,1970-01-01T00:32:50.000Z
62,38061,good dialogue,1970-01-01T00:32:50.000Z
62,38061,Robert Downey Jr.,1970-01-01T00:32:50.000Z
